# --- cognates & near-cognates ---
ANCORA	ANCHOR	f
VELA	SAIL	f
REMO	OAR	m
FARO	LIGHTHOUSE	m
BUSSOLA	COMPASS	f
TAMBURO	DRUM	m
TROMBA	TRUMPET	f
FLAUTO	FLUTE	m
VIOLINO	VIOLIN	m
PIANOFORTE	PIANO	m
CHITARRA	GUITAR	f
FISCHIO	WHISTLE	m
SUPERMERCATO	SUPERMARKET	m
FARMACIA	PHARMACY	f
LIBRERIA	BOOKSTORE	f
EDICOLA	NEWSSTAND	f
BAR	BAR	m
TRIBUNALE	COURT	m
PRIGIONE	PRISON	f
PARCHEGGIO	PARKING	m
MARCIAPIEDE	SIDEWALK	m
INCROCIO	CROSSING	m
VICOLO	ALLEY	m
VIALE	AVENUE	m
QUARTIERE	NEIGHBORHOOD	m
PERIFERIA	SUBURB	f
CAMPAGNA	COUNTRYSIDE	f
FATTORIA	FARM	f
STALLA	STABLE	f
POZZO	WELL	m
MULINO	MILL	m
PIANTA	PLANT	f
CESPUGLIO	BUSH	m
SIEPE	HEDGE	f
PRATO	MEADOW	m
CAMPO	FIELD	m
TRONCO	TRUNK	m
CORTECCIA	BARK	f
SPINA	THORN	f
PETALO	PETAL	m
FRUTTO	FRUIT	m
BACCA	BERRY	f
QUERCIA	OAK	f
PINO	PINE	m
ABETE	FIR	m
GRANO	WHEAT	m
MAIS	CORN	m
ORZO	BARLEY	m
AVENA	OATS	f
PAGLIA	STRAW	f
FIENO	HAY	m
CANNA	REED	f
MUSCHIO	MOSS	m
FELCE	FERN	f
EDERA	IVY	f
CACTUS	CACTUS	m
PALMA	PALM	f
MARGHERITA	DAISY	f
TULIPANO	TULIP	m
PAPAVERO	POPPY	m
GIGLIO	LILY	m
ORCHIDEA	ORCHID	f
GENITORE	PARENT	m
SPOSO	GROOM	m
SPOSA	BRIDE	f
VEDOVA	WIDOW	f
ORFANO	ORPHAN	m
GEMELLO	TWIN	m
ADULTO	ADULT	m
NEONATO	BABY	m
SIGNORE	SIR	m
COPPIA	COUPLE	f
VICINATO	NEIGHBORHOOD	m
POPOLO	PEOPLE	m
CONTADINA	PEASANT	f
PADRONE	MASTER	m
SERVO	SERVANT	m
MENDICANTE	BEGGAR	m
VITTIMA	VICTIM	f
COLPEVOLE	GUILTY	
COMPLICE	ACCOMPLICE	m
BANDITO	BANDIT	m
PIRATA	PIRATE	m
CACCIA	HUNT	f
PREDA	PREY	f
GABBIA	CAGE	f
NIDO	NEST	m
TANA	DEN	f
ALVEARE	HIVE	m
BRANCO	HERD	m
GREGGE	FLOCK	m
STORMO	FLOCK	m
ZANNA	TUSK	f
ZOCCOLO	HOOF	m
CRINIERA	MANE	f
PIUMA	FEATHER	f
PELLICCIA	FUR	f
CODA	TAIL	f
ARTIGLIO	CLAW	m
BECCO	BEAK	m
PINNA	FIN	f
GUSCIO	SHELL	m
DENARO	MONEY	m
BANCONOTA	BANKNOTE	f
SCONTO	DISCOUNT	m
RESTO	CHANGE	m
SPESA	SHOPPING	f
ACQUISTO	PURCHASE	m
DEBITO	DEBT	m
CREDITO	CREDIT	m
TASSA	TAX	f
PAGA	WAGE	f
GUADAGNO	PROFIT	m
PERDITA	LOSS	f
RISPARMIO	SAVINGS	m
PRESTITO	LOAN	m
INTERESSE	INTEREST	m
PORTAMONETE	PURSE	m
FATTURA	INVOICE	f
RICEVUTA	RECEIPT	f
CASSA	CASHIER	f
OPINIONE	OPINION	f
DUBBIO	DOUBT	m
CERTEZZA	CERTAINTY	f
RAGIONE	REASON	f
MOTIVO	MOTIVE	m
SCOPO	PURPOSE	m
INTENZIONE	INTENTION	f
DESIDERIO	DESIRE	m
VOGLIA	WISH	f
BISOGNO	NEED	m
ABITUDINE	HABIT	f
SCELTA	CHOICE	f
DECISIONE	DECISION	f
SOLUZIONE	SOLUTION	f
RISULTATO	RESULT	m
CAUSA	CAUSE	f
EFFETTO	EFFECT	m
CONSEGUENZA	CONSEQUENCE	f
DISCORSO	SPEECH	m
CONVERSAZIONE	CONVERSATION	f
ANNUNCIO	ANNOUNCEMENT	m
ARTICOLO	ARTICLE	m
SACCO	SACK	m
BARATTOLO	JAR	m
LATTINA	CAN	f
SACCHETTO	BAG	m
VASSOIO	TRAY	m
VASO	VASE	m
CORNICE	FRAME	f
METRO	METER	m
CHILO	KILO	m
LITRO	LITER	m
GRAMMO	GRAM	m
DOZZINA	DOZEN	f
QUARTO	QUARTER	m
SOPRA	ABOVE	
SOTTO	BELOW	
DENTRO	INSIDE	
FUORI	OUTSIDE	
DAVANTI	FRONT	
DIETRO	BEHIND	
DESTRA	RIGHT	
SINISTRA	LEFT	
LONTANO	FAR	
META	GOAL	f
DIREZIONE	DIRECTION	f
DISTANZA	DISTANCE	f
TOTALE	TOTAL	m
DECENNIO	DECADE	m
ATTIMO	INSTANT	m
DURATA	DURATION	f
RITARDO	DELAY	m
ANTICIPO	ADVANCE	m
SCADENZA	DEADLINE	f
ORARIO	SCHEDULE	m
APPUNTAMENTO	APPOINTMENT	m
EVENTO	EVENT	m
FESTA	PARTY	f
FERIE	HOLIDAY	f
GITA	TRIP	f
PASSEGGIATA	WALK	f
CORSA	RACE	f
TORNEO	TOURNAMENT	m
ALLENAMENTO	TRAINING	m
RIPOSO	REST	m
SONNO	SLEEP	m
SVEGLIA	ALARM	f
SOGNO	DREAM	m
INCUBO	NIGHTMARE	m
ACCOMPAGNARE	ACCOMPANY	
REGALARE	GIFT	
RESTITUIRE	RETURN	
SCAMBIARE	EXCHANGE	
DIVIDERE	DIVIDE	
UNIRE	UNITE	
LEGARE	TIE	
STACCARE	DETACH	
COLLEGARE	CONNECT	
SEPARARE	SEPARATE	
AGGIUNGERE	ADD	
TOGLIERE	REMOVE	
SOSTITUIRE	REPLACE	
TRASFORMARE	TRANSFORM	
MIGLIORARE	IMPROVE	
PEGGIORARE	WORSEN	
AUMENTARE	INCREASE	
DIMINUIRE	DECREASE	
RIDURRE	REDUCE	
STRINGERE	TIGHTEN	
ALLUNGARE	LENGTHEN	
CALCOLARE	CALCULATE	
INDOVINARE	GUESS	
RISOLVERE	SOLVE	
CONTROLLARE	CHECK	
VERIFICARE	VERIFY	
ESAMINARE	EXAMINE	
OSSERVARE	OBSERVE	
NOTARE	NOTICE	
SCOPRIRE	DISCOVER	
INVENTARE	INVENT	
CREARE	CREATE	
PRODURRE	PRODUCE	
FUNZIONARE	FUNCTION	
CONSUMARE	CONSUME	
SPRECARE	WASTE	
CONSERVARE	PRESERVE	
MANTENERE	MAINTAIN	
CURARE	CURE	
TRATTARE	TREAT	
FERIRE	WOUND	
SOFFRIRE	SUFFER	
OBBEDIRE	OBEY	
COMANDARE	COMMAND	
ORDINARE	ORDER	
GOVERNARE	GOVERN	
DIRIGERE	DIRECT	
ORGANIZZARE	ORGANIZE	
PREPARARE	PREPARE	
RINUNCIARE	RENOUNCE	
VIETARE	FORBID	
OBBLIGARE	OBLIGE	
COSTRINGERE	FORCE	
LASCIARE	LEAVE	
ABBANDONARE	ABANDON	
INSEGUIRE	CHASE	
RAGGIUNGERE	REACH	
FUGGIRE	FLEE	
SCAPPARE	ESCAPE	
APPARIRE	APPEAR	
SPARIRE	DISAPPEAR	
RIMANERE	REMAIN	
ESISTERE	EXIST	
SUCCEDERE	HAPPEN	
CIBO	FOOD	m
PASTO	MEAL	m
PORZIONE	PORTION	f
FETTA	SLICE	f
PEZZO	PIECE	m
BRICIOLA	CRUMB	f
BOCCONE	BITE	m
SORSO	SIP	m
GOCCIA	DROP	f
SCHIUMA	FOAM	f
CROSTA	CRUST	f
LAMPADINA	BULB	f
PRESA	OUTLET	f
INTERRUTTORE	SWITCH	m
STUFA	STOVE	f
VENTILATORE	FAN	m
LAVATRICE	WASHER	f
DOCCIA	SHOWER	f
VASCA	TUB	f
RUBINETTO	FAUCET	m
LAVANDINO	SINK	m
DENTIFRICIO	TOOTHPASTE	m
SPAZZOLINO	TOOTHBRUSH	m
TORCIA	FLASHLIGHT	f
LENTE	LENS	f
BILANCIA	SCALE	f
TERMOMETRO	THERMOMETER	m
CASSAFORTE	SAFE	f
CASSETTA	CRATE	f
COPERCHIO	LID	m
TAPPO	CORK	m
MANICO	HANDLE	m
LAMA	BLADE	f
PUNTA	TIP	f
GANCIO	HOOK	m
NODO	KNOT	m
BENDA	BANDAGE	f
CEROTTO	BANDAGE	m
SCIROPPO	SYRUP	m
INIEZIONE	INJECTION	f
SIRINGA	SYRINGE	f
RAFFREDDORE	COLD	m
CICATRICE	SCAR	f
LIVIDO	BRUISE	m
CURA	CURE	f
RIMEDIO	REMEDY	m
GOVERNO	GOVERNMENT	m
STATO	STATE	m
NAZIONE	NATION	f
PATRIA	HOMELAND	f
POLITICA	POLITICS	f
ELEZIONE	ELECTION	f
PARTITO	PARTY	m
MINISTRO	MINISTER	m
PARLAMENTO	PARLIAMENT	m
SENATO	SENATE	m
FRONTIERA	FRONTIER	f
TERRITORIO	TERRITORY	m
MESTIERE	TRADE	m
PROFESSIONE	PROFESSION	f
DITTA	FIRM	f
IMPRESA	ENTERPRISE	f
COMMERCIO	COMMERCE	m
AFFARE	DEAL	m
ACCORDO	AGREEMENT	m
FORNITORE	SUPPLIER	m
PRODOTTO	PRODUCT	m
MERCE	GOODS	f
MAGAZZINO	WAREHOUSE	m
SCORTA	STOCK	f
CONSEGNA	DELIVERY	f
ORDINE	ORDER	m
RICHIESTA	REQUEST	f
OFFERTA	OFFER	f
CONCORRENZA	COMPETITION	f
MARCA	BRAND	f
ETICHETTA	LABEL	f
GARANZIA	WARRANTY	f
CRIMINE	CRIME	m
REATO	OFFENSE	m
DELITTO	CRIME	m
FURTO	THEFT	m
OMICIDIO	MURDER	m
RAPINA	ROBBERY	f
TRUFFA	FRAUD	f
MULTA	FINE	f
CARCERE	JAIL	m
PROCESSO	TRIAL	m
SENTENZA	VERDICT	f
ACCUSA	ACCUSATION	f
DIFESA	DEFENSE	f
PROVA	PROOF	f
INDAGINE	INVESTIGATION	f
SOSPETTO	SUSPECT	m
SPORT	SPORT	m
PALLONE	BALL	m
CANESTRO	HOOP	m
RACCHETTA	RACKET	f
MAZZA	BAT	f
CASCO	HELMET	m
MEDAGLIA	MEDAL	f
TROFEO	TROPHY	m
COPPA	CUP	f
TIFOSO	FAN	m
STADIO	STADIUM	m
PISTA	TRACK	f
NUOTO	SWIMMING	m
CICLISMO	CYCLING	m
PATTINO	SKATE	m
PLASTICA	PLASTIC	f
VETRO	GLASS	m
CARTONE	CARDBOARD	m
STOFFA	CLOTH	f
TESSUTO	FABRIC	m
LANA	WOOL	f
COTONE	COTTON	m
SETA	SILK	f
CUOIO	LEATHER	m
ACCIAIO	STEEL	m
BRONZO	BRONZE	m
PIOMBO	LEAD	m
STAGNO	TIN	m
MARMO	MARBLE	m
GRANITO	GRANITE	m
ARGILLA	CLAY	f
CARBONE	COAL	m
PETROLIO	PETROLEUM	m
GAS	GAS	m
LIQUIDO	LIQUID	m
SOLIDO	SOLID	m
VAPORE	STEAM	m
BOLLA	BUBBLE	f
CRISTALLO	CRYSTAL	m
METALLO	METAL	m
ASSE	BOARD	f
TRAVE	BEAM	f
PALO	POLE	m
COLONNA	COLUMN	f
ARCO	ARCH	m
CUPOLA	DOME	f
SCALINO	STEP	m
GRADINO	STEP	m
SOGLIA	THRESHOLD	f
STIPITE	JAMB	m
VETRINA	WINDOW	f
INSEGNA	SIGN	f
CARTELLO	SIGN	m
MANIFESTO	POSTER	m
STRISCIONE	BANNER	m
ARANCIONE	ORANGE	
CELESTE	SKYBLUE	
BEIGE	BEIGE	
DORATO	GOLDEN	
ARGENTATO	SILVERY	
CUBO	CUBE	m
SFERA	SPHERE	f
CONO	CONE	m
CILINDRO	CYLINDER	m
PIRAMIDE	PYRAMID	f
RETTANGOLO	RECTANGLE	m
QUADRATO	SQUARE	m
OVALE	OVAL	m
CURVA	CURVE	f
PUNTO	POINT	m
CROCE	CROSS	f
ODIO	HATRED	m
FORZA	STRENGTH	f
POTERE	POWER	m
ENERGIA	ENERGY	f
ONORE	HONOR	m
RISPETTO	RESPECT	m
FIDUCIA	TRUST	f
DESTINO	DESTINY	m
SORTE	FATE	f
CASO	CHANCE	m
RISCHIO	RISK	m
MENZOGNA	LIE	f
FANTASIA	FANTASY	f
IMMAGINAZIONE	IMAGINATION	f
RICORDO	MEMORY	m
COSCIENZA	CONSCIENCE	f
SENSO	SENSE	m
VALORE	VALUE	m
DIFETTO	FLAW	m
VIZIO	VICE	m
PECCATO	SIN	m
PERDONO	FORGIVENESS	m
CASTIGO	PUNISHMENT	m
TERREMOTO	EARTHQUAKE	m
VULCANO	VOLCANO	m
ALLUVIONE	FLOOD	f
VALANGA	AVALANCHE	f
FRANA	LANDSLIDE	f
TEMPESTA	STORM	f
URAGANO	HURRICANE	m
MAREA	TIDE	f
CORRENTE	CURRENT	f
SORGENTE	SPRING	f
CASCATA	WATERFALL	f
RUSCELLO	STREAM	m
PALUDE	SWAMP	f
GHIACCIAIO	GLACIER	m
SCOGLIERA	CLIFF	f
GROTTA	CAVE	f
CAVERNA	CAVERN	f
SENTIERO	PATH	m
PIANURA	PLAIN	f
ALTOPIANO	PLATEAU	m
PENDIO	SLOPE	m
VETTA	PEAK	f
CRATERE	CRATER	m
SCHERZO	JOKE	m
FIRMA	SIGNATURE	f
SESSO	GENDER	m
FUNERALE	FUNERAL	m
TOMBA	GRAVE	f
CIMITERO	CEMETERY	m
INFANZIA	CHILDHOOD	f
PARTE	PART	f
INSIEME	WHOLE	m
AVANZO	LEFTOVER	m
MUCCHIO	PILE	m
FILA	ROW	f
SERIE	SERIES	f
STRATO	LAYER	m
BLOCCO	BLOCK	m
MASSA	MASS	f
FRAMMENTO	FRAGMENT	m
SCHEGGIA	SPLINTER	f
GRANELLO	GRAIN	m
SCINTILLA	SPARK	f
FIAMMA	FLAME	f
BRACE	EMBER	f
COLPO	BLOW	m
SPINTA	PUSH	f
STRAPPO	TEAR	m
GRAFFIO	SCRATCH	m
MACCHIA	STAIN	f
PIEGA	FOLD	f
BUCO	HOLE	m
FESSURA	CRACK	f
FENDITURA	SLIT	f
